Sample1	Sample2	Genome	Coverage	Resolution	Score
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	40000	0.636632127096
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	200000	0.799159569649
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	1000000	0.868115557644
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	10000	0.152288803117
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	40000	0.365987845969
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	200000	0.57165288064
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	1000000	0.734409658017
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	10000	0.499502230249
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	40000	0.692683793462
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	200000	0.641869040188
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	1000000	0.631500203218
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	10000	0.16171369704
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	40000	0.47152130465
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	200000	0.694459139814
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	1000000	0.739449762852
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	10000	0.0948147872286
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	40000	0.271573855408
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	200000	0.61645592342
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	1000000	0.764876672852
GSE52457_hg38_H1-NPC_HindIII_Pseudo	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	10000	0.596861941695
GSE52457_hg38_H1-NPC_HindIII_Pseudo	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	40000	0.84053117327
GSE52457_hg38_H1-NPC_HindIII_Pseudo	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	200000	0.963842990509
GSE52457_hg38_H1-NPC_HindIII_Pseudo	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	1000000	0.995411339866
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	10000	0.14230531436
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.467714530587
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.538644171059
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.572404150607
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.252998212635
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.617410123966
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.801559505788
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.838804252398
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	10000	0.182454302245
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	40000	0.512088140294
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	200000	0.514835836176
GSE52457_hg38_H1-NPC_HindIII_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	1000000	0.546021945598
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_A549_HindIII_Rep1	hg38	0	10000	0.113570257378
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_A549_HindIII_Rep1	hg38	0	40000	0.480917507137
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_A549_HindIII_Rep1	hg38	0	200000	0.661489770844
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_A549_HindIII_Rep1	hg38	0	1000000	0.74627625509
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_A549_HindIII_Rep2	hg38	0	10000	0.0974287289015
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_A549_HindIII_Rep2	hg38	0	40000	0.459099326294
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_A549_HindIII_Rep2	hg38	0	200000	0.66369673543
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_A549_HindIII_Rep2	hg38	0	1000000	0.752843004317
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Caki2_HindIII_Rep1	hg38	0	10000	0.101174078298
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Caki2_HindIII_Rep1	hg38	0	40000	0.440798717517
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Caki2_HindIII_Rep1	hg38	0	200000	0.641263393125
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Caki2_HindIII_Rep1	hg38	0	1000000	0.738793845574
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Caki2_HindIII_Rep2	hg38	0	10000	0.145897011773
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Caki2_HindIII_Rep2	hg38	0	40000	0.510787430952
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Caki2_HindIII_Rep2	hg38	0	200000	0.673224341846
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Caki2_HindIII_Rep2	hg38	0	1000000	0.748772869848
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_G401_HindIII_Rep1	hg38	0	10000	0.161047052784
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_G401_HindIII_Rep1	hg38	0	40000	0.534314911553
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_G401_HindIII_Rep1	hg38	0	200000	0.659741182285
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_G401_HindIII_Rep1	hg38	0	1000000	0.714933612091
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_G401_HindIII_Rep2	hg38	0	10000	0.10843145042
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_G401_HindIII_Rep2	hg38	0	40000	0.449677616772
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_G401_HindIII_Rep2	hg38	0	200000	0.642773155423
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_G401_HindIII_Rep2	hg38	0	1000000	0.71626182762
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	0	10000	0.0424311138908
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	0	40000	0.212030471999
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	0	200000	0.532058365509
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	0	1000000	0.707306822862
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	0	10000	0.0364400065226
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	0	40000	0.198352179987
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	0	200000	0.526968040301
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	0	1000000	0.70719148719
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_NCI-H460_HindIII_Rep1	hg38	0	10000	0.118710766168
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_NCI-H460_HindIII_Rep1	hg38	0	40000	0.513927574341
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_NCI-H460_HindIII_Rep1	hg38	0	200000	0.615690312485
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_NCI-H460_HindIII_Rep1	hg38	0	1000000	0.692838852488
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_NCI-H460_HindIII_Rep2	hg38	0	10000	0.0781599934905
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_NCI-H460_HindIII_Rep2	hg38	0	40000	0.435527654442
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_NCI-H460_HindIII_Rep2	hg38	0	200000	0.595039764803
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_NCI-H460_HindIII_Rep2	hg38	0	1000000	0.690163799733
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Panc1_HindIII_Rep1	hg38	0	10000	0.105031636562
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Panc1_HindIII_Rep1	hg38	0	40000	0.463703111365
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Panc1_HindIII_Rep1	hg38	0	200000	0.642523101707
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Panc1_HindIII_Rep1	hg38	0	1000000	0.711217927036
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Panc1_HindIII_Rep2	hg38	0	10000	0.0811533100557
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Panc1_HindIII_Rep2	hg38	0	40000	0.390676852584
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Panc1_HindIII_Rep2	hg38	0	200000	0.610868293115
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_Panc1_HindIII_Rep2	hg38	0	1000000	0.695494941095
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	0	10000	0.0931258359273
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	0	40000	0.463675668504
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	0	200000	0.618087338822
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	0	1000000	0.705934536483
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	0	10000	0.142788861868
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	0	40000	0.541302179563
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	0	200000	0.629170100402
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	0	1000000	0.698367490363
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SJCRH30_HindIII_Rep1	hg38	0	10000	0.00773584066988
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SJCRH30_HindIII_Rep1	hg38	0	40000	0.0416215827677
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SJCRH30_HindIII_Rep1	hg38	0	200000	0.130247985827
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SJCRH30_HindIII_Rep1	hg38	0	1000000	0.413152993511
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	10000	0.00695565362259
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	40000	0.029165932167
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	200000	0.0654175161983
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	1000000	0.30216488024
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	0	10000	0.0630683133805
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	0	40000	0.232568644015
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	0	200000	0.528391893263
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	0	1000000	0.686793490077
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	10000	0.198844764538
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	40000	0.529941385893
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	200000	0.685433975524
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	1000000	0.738128515324
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	10000	0.0177078221608
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	40000	0.162201877527
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	200000	0.447569053456
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	1000000	0.661665596366
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	10000	0.0471088997873
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	40000	0.363008953751
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	200000	0.61569142206
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	1000000	0.734263866663
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	10000	0.128874596288
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	40000	0.494336927852
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	200000	0.581298122648
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	1000000	0.634029287465
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep2	hg38	0	10000	0.124344771736
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep2	hg38	0	40000	0.491629748422
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep2	hg38	0	200000	0.576329394528
GSE52457_hg38_H1-NPC_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep2	hg38	0	1000000	0.630597463005
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.0699205312146
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.223306973408
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.571752532186
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.781423442491
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	10000	0.326519731857
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	40000	0.666895144883
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	200000	0.817275311894
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	1000000	0.834629221589
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	10000	0.18564209011
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.517263738546
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.549470858686
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.569226869361
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	10000	0.120152576342
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	40000	0.456576771816
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	200000	0.613605628523
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	1000000	0.727744849777
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	10000	0.117791053006
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	40000	0.448585074699
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	200000	0.61371069223
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	1000000	0.728269327076
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.340434598097
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.682447318308
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.819036176036
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.834646051491
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	10000	0.338139511996
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	40000	0.652630485116
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	200000	0.627916937173
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	1000000	0.583743168601
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	10000	0.341135548716
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	40000	0.650201880622
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	200000	0.625693201
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	1000000	0.578347628092
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	10000	0.352258013832
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	40000	0.711639747325
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	200000	0.819777738486
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	1000000	0.871957396046
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	10000	0.356110738084
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	40000	0.705652814208
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	200000	0.814962001553
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	1000000	0.864928763296
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Pseudo	hg38	0	10000	0.351334248297
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Pseudo	hg38	0	40000	0.777739053384
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Pseudo	hg38	0	200000	0.954205826316
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Pseudo	hg38	0	1000000	0.995153615104
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	10000	0.148724979021
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	40000	0.641621561468
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	200000	0.91323614933
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	1000000	0.988602660198
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	10000	0.23954721508
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	40000	0.648334461922
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	200000	0.760728420831
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	1000000	0.803694954995
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	10000	0.282455753414
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	40000	0.67129388713
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	200000	0.769202454933
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	1000000	0.810947176225
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	10000	0.0778222561631
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	40000	0.296062111218
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	200000	0.455157504713
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	1000000	0.642802426782
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	10000	0.0499224068636
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	40000	0.17939293898
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	200000	0.361738653459
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	1000000	0.528959512468
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	10000	0.0540131992362
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	40000	0.210929206103
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	200000	0.423496324651
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	1000000	0.567861850581
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep1	hg38	0	10000	0.0789242819153
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep1	hg38	0	40000	0.420408625639
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep1	hg38	0	200000	0.512694820709
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep1	hg38	0	1000000	0.604631244396
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep2	hg38	0	10000	0.0766119907873
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep2	hg38	0	40000	0.426963605071
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep2	hg38	0	200000	0.528962576584
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep2	hg38	0	1000000	0.615555598564
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	10000	0.0250977512989
GSE52457_hg38_H1-NPC_HindIII_Rep2	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	40000	0.0809243706615
